name,sku,category,price,compareAtPrice,stock,description,shortDescription,image_1,weight,status,featured
Black Agate (Hakik) Mala Temple Grade,RAM-ML-051,Mala,639,859,87,Polished natural black hakik (agate) mala for protection and grounding meditation. 108+1 beads on silk cord.,Semi-precious black onyx prayer mala,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,73,ACTIVE,false
Lotus Seed (Kamal Gatta) Mala Handcrafted,RAM-ML-052,Mala,319,359,125,Natural dried lotus seed mala sacred for Lakshmi puja. Each seed represents purity and spiritual awakening.,Dried lotus seed meditation beads,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,42,ACTIVE,false
Tiger Eye Stone Mala Temple Grade,RAM-ML-053,Mala,1229,1579,20,"Polished natural tiger eye semi-precious stone mala for courage, confidence, and spiritual protection.",Natural tiger eye crystal mala,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,53,ACTIVE,false
Navratna (Nine Gem) Bracelet Mala Traditional,RAM-ML-054,Mala,3459,4259,33,Genuine navratna bracelet with 9 natural gemstones representing all 9 planets for astrological harmony.,Nine-gem astrological bracelet,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,35,ACTIVE,false
Pearl (Moti) Mala Artisan,RAM-ML-055,Mala,1739,2199,17,Genuine freshwater pearl mala for Chandra (Moon) planet remedies and calming meditation practice.,Natural freshwater pearl mala,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,29,ACTIVE,false
Brass Lord Ganesha Idol Medium Inch,RAM-MR-001,Murti,6729,7879,37,Intricately hand-carved solid brass Lord Ganesha idol in blessing posture. Each piece is unique with detailed craftsmanship.,Solid brass Ganpati murti,https://images.unsplash.com/photo-1567591416417-76348efc63c7?w=800&auto=format&fit=crop&q=80,1896,ACTIVE,true
Marble Radha Krishna Murti Jumbo Inch,RAM-MR-002,Murti,5569,6739,5,Hand-carved pure white Makrana marble Radha Krishna murti with hand-painted floral decorations and gold accents.,White marble Radha-Krishna idol,https://images.unsplash.com/photo-1585116906791-d0904fcce25e?w=800&auto=format&fit=crop&q=80,2144,ACTIVE,true
Panchdhatu Lord Shiva Idol Small Inch,RAM-MR-003,Murti,12789,17269,24,Sacred panchdhatu (five-metal alloy) Shiva idol in Dhyana (meditation) posture. Consecration-ready temple grade.,Five-metal Mahadev murti,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,1215,ACTIVE,true
Brass Laddu Gopal Baby Krishna Small No,RAM-MR-004,Murti,2179,2769,29,Adorable solid brass Laddu Gopal baby Krishna murti with butter pot. Perfect for home puja and shringar.,Playful baby Krishna brass idol,https://images.unsplash.com/photo-1545232979-fbf5d96b1b44?w=800&auto=format&fit=crop&q=80,700,ACTIVE,false
Resin Hanuman Ji Idol Extra Large Inch,RAM-MR-005,Murti,4169,4879,27,High-detail sculpted resin Lord Hanuman idol in Veera (heroic) posture. Hand-painted with antique bronze finish.,Detailed Bajrangbali resin statue,https://images.unsplash.com/photo-1567591416417-76348efc63c7?w=800&auto=format&fit=crop&q=80,1493,ACTIVE,false
White Marble Lakshmi Ganesh Murti Jumbo Inch,RAM-MR-006,Murti,21689,24729,8,Hand-carved Makrana marble Lakshmi Ganesh pair murti for Diwali puja and prosperity. Gold leaf detailing.,Auspicious Lakshmi-Ganesh pair,https://images.unsplash.com/photo-1585116906791-d0904fcce25e?w=800&auto=format&fit=crop&q=80,4172,ACTIVE,false
Brass Durga Maa Idol Medium Inch,RAM-MR-007,Murti,13309,14909,6,Powerful solid brass Durga Maa idol depicting Mahishasura Mardini form. Eight-armed with all divine weapons.,Solid brass Durga Devi murti,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,4954,ACTIVE,false
Nandi Bull Brass Idol Extra Large Inch,RAM-MR-008,Murti,4919,6149,10,Hand-crafted brass Nandi bull idol in seated posture. Traditional companion piece for Shiva linga puja.,Shiva's mount Nandi brass murti,https://images.unsplash.com/photo-1545232979-fbf5d96b1b44?w=800&auto=format&fit=crop&q=80,1957,ACTIVE,false
Ram Darbar Murti Set Brass Jumbo Inch,RAM-MR-009,Murti,4719,5759,11,"Complete Ram Darbar set with Lord Ram, Sita, Lakshman, and Hanuman in brass. Ideal for Ayodhya Ram Mandir devotees.",Complete Ram family idol set,https://images.unsplash.com/photo-1567591416417-76348efc63c7?w=800&auto=format&fit=crop&q=80,734,ACTIVE,false
Crystal Shivling with Nag Compact Inch,RAM-MR-010,Murti,6249,7819,8,Polished natural sphatik (crystal quartz) Shivling with brass Nag (serpent). Energised for daily abhishekam.,Natural crystal quartz Shiva lingam,https://images.unsplash.com/photo-1585116906791-d0904fcce25e?w=800&auto=format&fit=crop&q=80,1279,ACTIVE,false
Brass Saraswati Maa Idol Extra Large Inch,RAM-MR-011,Murti,9249,11839,18,"Elegant brass Saraswati Devi idol with veena, seated on lotus. Perfect for study rooms and educational institutions.",Goddess of knowledge brass murti,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,280,ACTIVE,false
Vishnu Laxmi Brass Idol Set Medium Inch,RAM-MR-012,Murti,4289,4769,6,Majestic brass Vishnu-Lakshmi seated idol pair with Garuda motif base. Detailed crown and ornament work.,Lord Vishnu with Lakshmi pair,https://images.unsplash.com/photo-1545232979-fbf5d96b1b44?w=800&auto=format&fit=crop&q=80,3711,ACTIVE,false
Brass Lord Ganesha Idol Compact Inch,RAM-MR-013,Murti,7929,10309,20,Intricately hand-carved solid brass Lord Ganesha idol in blessing posture. Each piece is unique with detailed craftsmanship.,Solid brass Ganpati murti,https://images.unsplash.com/photo-1567591416417-76348efc63c7?w=800&auto=format&fit=crop&q=80,3562,ACTIVE,false
Marble Radha Krishna Murti Medium Inch,RAM-MR-014,Murti,10429,13249,3,Hand-carved pure white Makrana marble Radha Krishna murti with hand-painted floral decorations and gold accents.,White marble Radha-Krishna idol,https://images.unsplash.com/photo-1585116906791-d0904fcce25e?w=800&auto=format&fit=crop&q=80,3428,ACTIVE,false
Panchdhatu Lord Shiva Idol Medium Inch,RAM-MR-015,Murti,14189,16319,7,Sacred panchdhatu (five-metal alloy) Shiva idol in Dhyana (meditation) posture. Consecration-ready temple grade.,Five-metal Mahadev murti,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,1121,ACTIVE,false
Brass Laddu Gopal Baby Krishna Extra Large No,RAM-MR-016,Murti,449,519,41,Adorable solid brass Laddu Gopal baby Krishna murti with butter pot. Perfect for home puja and shringar.,Playful baby Krishna brass idol,https://images.unsplash.com/photo-1545232979-fbf5d96b1b44?w=800&auto=format&fit=crop&q=80,810,ACTIVE,false
Resin Hanuman Ji Idol Compact Inch,RAM-MR-017,Murti,6909,7879,33,High-detail sculpted resin Lord Hanuman idol in Veera (heroic) posture. Hand-painted with antique bronze finish.,Detailed Bajrangbali resin statue,https://images.unsplash.com/photo-1567591416417-76348efc63c7?w=800&auto=format&fit=crop&q=80,1419,ACTIVE,false
White Marble Lakshmi Ganesh Murti Premium Inch,RAM-MR-018,Murti,6199,8309,6,Hand-carved Makrana marble Lakshmi Ganesh pair murti for Diwali puja and prosperity. Gold leaf detailing.,Auspicious Lakshmi-Ganesh pair,https://images.unsplash.com/photo-1585116906791-d0904fcce25e?w=800&auto=format&fit=crop&q=80,4294,ACTIVE,false
Brass Durga Maa Idol Large Inch,RAM-MR-019,Murti,11299,12999,21,Powerful solid brass Durga Maa idol depicting Mahishasura Mardini form. Eight-armed with all divine weapons.,Solid brass Durga Devi murti,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,4565,ACTIVE,false
Nandi Bull Brass Idol Jumbo Inch,RAM-MR-020,Murti,369,429,21,Hand-crafted brass Nandi bull idol in seated posture. Traditional companion piece for Shiva linga puja.,Shiva's mount Nandi brass murti,https://images.unsplash.com/photo-1545232979-fbf5d96b1b44?w=800&auto=format&fit=crop&q=80,1506,ACTIVE,false
Ram Darbar Murti Set Brass Premium Inch,RAM-MR-021,Murti,8309,10809,3,"Complete Ram Darbar set with Lord Ram, Sita, Lakshman, and Hanuman in brass. Ideal for Ayodhya Ram Mandir devotees.",Complete Ram family idol set,https://images.unsplash.com/photo-1567591416417-76348efc63c7?w=800&auto=format&fit=crop&q=80,2061,ACTIVE,false
Crystal Shivling with Nag Small Inch,RAM-MR-022,Murti,8199,9929,24,Polished natural sphatik (crystal quartz) Shivling with brass Nag (serpent). Energised for daily abhishekam.,Natural crystal quartz Shiva lingam,https://images.unsplash.com/photo-1585116906791-d0904fcce25e?w=800&auto=format&fit=crop&q=80,903,ACTIVE,false
Brass Saraswati Maa Idol Compact Inch,RAM-MR-023,Murti,8979,10779,9,"Elegant brass Saraswati Devi idol with veena, seated on lotus. Perfect for study rooms and educational institutions.",Goddess of knowledge brass murti,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,206,ACTIVE,false
Vishnu Laxmi Brass Idol Set Compact Inch,RAM-MR-024,Murti,11859,15899,17,Majestic brass Vishnu-Lakshmi seated idol pair with Garuda motif base. Detailed crown and ornament work.,Lord Vishnu with Lakshmi pair,https://images.unsplash.com/photo-1545232979-fbf5d96b1b44?w=800&auto=format&fit=crop&q=80,3881,ACTIVE,false
Brass Lord Ganesha Idol Large Inch,RAM-MR-025,Murti,11359,12499,36,Intricately hand-carved solid brass Lord Ganesha idol in blessing posture. Each piece is unique with detailed craftsmanship.,Solid brass Ganpati murti,https://images.unsplash.com/photo-1567591416417-76348efc63c7?w=800&auto=format&fit=crop&q=80,3273,ACTIVE,false
Marble Radha Krishna Murti Extra Large Inch,RAM-MR-026,Murti,1189,1469,9,Hand-carved pure white Makrana marble Radha Krishna murti with hand-painted floral decorations and gold accents.,White marble Radha-Krishna idol,https://images.unsplash.com/photo-1585116906791-d0904fcce25e?w=800&auto=format&fit=crop&q=80,1658,ACTIVE,false
Panchdhatu Lord Shiva Idol Large Inch,RAM-MR-027,Murti,6389,7219,10,Sacred panchdhatu (five-metal alloy) Shiva idol in Dhyana (meditation) posture. Consecration-ready temple grade.,Five-metal Mahadev murti,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,1422,ACTIVE,false
Brass Laddu Gopal Baby Krishna Standard No,RAM-MR-028,Murti,3029,3999,25,Adorable solid brass Laddu Gopal baby Krishna murti with butter pot. Perfect for home puja and shringar.,Playful baby Krishna brass idol,https://images.unsplash.com/photo-1545232979-fbf5d96b1b44?w=800&auto=format&fit=crop&q=80,1133,ACTIVE,false
Resin Hanuman Ji Idol Premium Inch,RAM-MR-029,Murti,5639,7389,22,High-detail sculpted resin Lord Hanuman idol in Veera (heroic) posture. Hand-painted with antique bronze finish.,Detailed Bajrangbali resin statue,https://images.unsplash.com/photo-1567591416417-76348efc63c7?w=800&auto=format&fit=crop&q=80,806,ACTIVE,false
White Marble Lakshmi Ganesh Murti Compact Inch,RAM-MR-030,Murti,7489,9519,15,Hand-carved Makrana marble Lakshmi Ganesh pair murti for Diwali puja and prosperity. Gold leaf detailing.,Auspicious Lakshmi-Ganesh pair,https://images.unsplash.com/photo-1585116906791-d0904fcce25e?w=800&auto=format&fit=crop&q=80,7086,ACTIVE,false
Brass Durga Maa Idol Standard Inch,RAM-MR-031,Murti,6089,7429,5,Powerful solid brass Durga Maa idol depicting Mahishasura Mardini form. Eight-armed with all divine weapons.,Solid brass Durga Devi murti,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,524,ACTIVE,false
Nandi Bull Brass Idol Small Inch,RAM-MR-032,Murti,559,759,8,Hand-crafted brass Nandi bull idol in seated posture. Traditional companion piece for Shiva linga puja.,Shiva's mount Nandi brass murti,https://images.unsplash.com/photo-1545232979-fbf5d96b1b44?w=800&auto=format&fit=crop&q=80,513,ACTIVE,false
Ram Darbar Murti Set Brass Small Inch,RAM-MR-033,Murti,11689,15079,11,"Complete Ram Darbar set with Lord Ram, Sita, Lakshman, and Hanuman in brass. Ideal for Ayodhya Ram Mandir devotees.",Complete Ram family idol set,https://images.unsplash.com/photo-1567591416417-76348efc63c7?w=800&auto=format&fit=crop&q=80,3822,ACTIVE,false
Crystal Shivling with Nag Premium Inch,RAM-MR-034,Murti,2619,3359,19,Polished natural sphatik (crystal quartz) Shivling with brass Nag (serpent). Energised for daily abhishekam.,Natural crystal quartz Shiva lingam,https://images.unsplash.com/photo-1585116906791-d0904fcce25e?w=800&auto=format&fit=crop&q=80,930,ACTIVE,false
Brass Saraswati Maa Idol Jumbo Inch,RAM-MR-035,Murti,4119,4539,23,"Elegant brass Saraswati Devi idol with veena, seated on lotus. Perfect for study rooms and educational institutions.",Goddess of knowledge brass murti,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,829,ACTIVE,false
Vishnu Laxmi Brass Idol Set Premium Inch,RAM-MR-036,Murti,10389,12469,6,Majestic brass Vishnu-Lakshmi seated idol pair with Garuda motif base. Detailed crown and ornament work.,Lord Vishnu with Lakshmi pair,https://images.unsplash.com/photo-1545232979-fbf5d96b1b44?w=800&auto=format&fit=crop&q=80,3340,ACTIVE,false
Brass Lord Ganesha Idol Extra Large Inch,RAM-MR-037,Murti,9509,12079,15,Intricately hand-carved solid brass Lord Ganesha idol in blessing posture. Each piece is unique with detailed craftsmanship.,Solid brass Ganpati murti,https://images.unsplash.com/photo-1567591416417-76348efc63c7?w=800&auto=format&fit=crop&q=80,3875,ACTIVE,false
Marble Radha Krishna Murti Compact Inch,RAM-MR-038,Murti,7919,9029,3,Hand-carved pure white Makrana marble Radha Krishna murti with hand-painted floral decorations and gold accents.,White marble Radha-Krishna idol,https://images.unsplash.com/photo-1585116906791-d0904fcce25e?w=800&auto=format&fit=crop&q=80,1960,ACTIVE,false
Panchdhatu Lord Shiva Idol Standard Inch,RAM-MR-039,Murti,2449,3069,6,Sacred panchdhatu (five-metal alloy) Shiva idol in Dhyana (meditation) posture. Consecration-ready temple grade.,Five-metal Mahadev murti,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,3846,ACTIVE,false
Brass Laddu Gopal Baby Krishna Large No,RAM-MR-040,Murti,3519,4119,37,Adorable solid brass Laddu Gopal baby Krishna murti with butter pot. Perfect for home puja and shringar.,Playful baby Krishna brass idol,https://images.unsplash.com/photo-1545232979-fbf5d96b1b44?w=800&auto=format&fit=crop&q=80,855,ACTIVE,false
Resin Hanuman Ji Idol Large Inch,RAM-MR-041,Murti,5499,6549,14,High-detail sculpted resin Lord Hanuman idol in Veera (heroic) posture. Hand-painted with antique bronze finish.,Detailed Bajrangbali resin statue,https://images.unsplash.com/photo-1567591416417-76348efc63c7?w=800&auto=format&fit=crop&q=80,986,ACTIVE,false
White Marble Lakshmi Ganesh Murti Standard Inch,RAM-MR-042,Murti,4479,5469,5,Hand-carved Makrana marble Lakshmi Ganesh pair murti for Diwali puja and prosperity. Gold leaf detailing.,Auspicious Lakshmi-Ganesh pair,https://images.unsplash.com/photo-1585116906791-d0904fcce25e?w=800&auto=format&fit=crop&q=80,6639,ACTIVE,false
Brass Durga Maa Idol Extra Large Inch,RAM-MR-043,Murti,11149,12489,9,Powerful solid brass Durga Maa idol depicting Mahishasura Mardini form. Eight-armed with all divine weapons.,Solid brass Durga Devi murti,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,3115,ACTIVE,false
Nandi Bull Brass Idol Premium Inch,RAM-MR-044,Murti,799,939,24,Hand-crafted brass Nandi bull idol in seated posture. Traditional companion piece for Shiva linga puja.,Shiva's mount Nandi brass murti,https://images.unsplash.com/photo-1545232979-fbf5d96b1b44?w=800&auto=format&fit=crop&q=80,1575,ACTIVE,false
Ram Darbar Murti Set Brass Standard Inch,RAM-MR-045,Murti,2409,2919,12,"Complete Ram Darbar set with Lord Ram, Sita, Lakshman, and Hanuman in brass. Ideal for Ayodhya Ram Mandir devotees.",Complete Ram family idol set,https://images.unsplash.com/photo-1567591416417-76348efc63c7?w=800&auto=format&fit=crop&q=80,1833,ACTIVE,false
Crystal Shivling with Nag Standard Inch,RAM-MR-046,Murti,3499,4029,20,Polished natural sphatik (crystal quartz) Shivling with brass Nag (serpent). Energised for daily abhishekam.,Natural crystal quartz Shiva lingam,https://images.unsplash.com/photo-1585116906791-d0904fcce25e?w=800&auto=format&fit=crop&q=80,514,ACTIVE,false
Brass Saraswati Maa Idol Medium Inch,RAM-MR-047,Murti,7169,7959,10,"Elegant brass Saraswati Devi idol with veena, seated on lotus. Perfect for study rooms and educational institutions.",Goddess of knowledge brass murti,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,795,ACTIVE,false
Vishnu Laxmi Brass Idol Set Extra Large Inch,RAM-MR-048,Murti,4599,5569,9,Majestic brass Vishnu-Lakshmi seated idol pair with Garuda motif base. Detailed crown and ornament work.,Lord Vishnu with Lakshmi pair,https://images.unsplash.com/photo-1545232979-fbf5d96b1b44?w=800&auto=format&fit=crop&q=80,3260,ACTIVE,false
Brass Lord Ganesha Idol Premium Inch,RAM-MR-049,Murti,1519,2039,38,Intricately hand-carved solid brass Lord Ganesha idol in blessing posture. Each piece is unique with detailed craftsmanship.,Solid brass Ganpati murti,https://images.unsplash.com/photo-1567591416417-76348efc63c7?w=800&auto=format&fit=crop&q=80,2322,ACTIVE,false
Marble Radha Krishna Murti Standard Inch,RAM-MR-050,Murti,19379,23649,12,Hand-carved pure white Makrana marble Radha Krishna murti with hand-painted floral decorations and gold accents.,White marble Radha-Krishna idol,https://images.unsplash.com/photo-1585116906791-d0904fcce25e?w=800&auto=format&fit=crop&q=80,3740,ACTIVE,false
